2024-07-15 04:51:02.498 [DEBUG] Размер list_of_synapses: 10310
2024-07-15 04:51:02.498 [DEBUG] 0 : "-2"
2024-07-15 04:51:02.498 [DEBUG] 1 : "-2"
2024-07-15 04:51:02.498 [DEBUG] 2 : "-2"
2024-07-15 04:51:02.498 [DEBUG] 3 : "-2"
2024-07-15 04:51:02.499 [DEBUG] 4 : "-2"
2024-07-15 04:51:02.499 [DEBUG] 5 : "-2"
2024-07-15 04:51:02.499 [DEBUG] 6 : "-2"
2024-07-15 04:51:02.499 [DEBUG] 7 : "-2"
2024-07-15 04:51:02.499 [DEBUG] 8 : "-2"
2024-07-15 04:51:02.499 [DEBUG] 9 : "-2"
2024-07-15 04:51:02.499 [DEBUG] 10 : "-2"
2024-07-15 04:51:02.499 [DEBUG] 11 : "-2"
2024-07-15 04:51:02.499 [DEBUG] 12 : "-2"
2024-07-15 04:51:02.499 [DEBUG] 13 : "-2"
2024-07-15 04:51:02.499 [DEBUG] 14 : "-2"
2024-07-15 04:51:02.499 [DEBUG] 15 : "-2"
2024-07-15 04:51:02.499 [DEBUG] 16 : "-2"
2024-07-15 04:51:02.499 [DEBUG] 17 : "-2"
2024-07-15 04:51:02.499 [DEBUG] 18 : "-2"
2024-07-15 04:51:02.499 [DEBUG] 19 : "-2"
2024-07-15 04:51:02.499 [DEBUG] 20 : "-2"
2024-07-15 04:51:02.499 [DEBUG] 21 : "-2"
2024-07-15 04:51:02.499 [DEBUG] 22 : "-2"
2024-07-15 04:51:02.499 [DEBUG] 23 : "-2"
2024-07-15 04:51:02.499 [DEBUG] 24 : "-2"
2024-07-15 04:51:02.499 [DEBUG] 25 : "-2"
2024-07-15 04:51:02.499 [DEBUG] 26 : "-2"
2024-07-15 04:51:02.499 [DEBUG] 27 : "-2"
2024-07-15 04:51:02.499 [DEBUG] 28 : "-2"
2024-07-15 04:51:02.499 [DEBUG] 29 : "-2"
2024-07-15 04:51:02.499 [DEBUG] 30 : "-2"
2024-07-15 04:51:02.499 [DEBUG] 31 : "-2"
2024-07-15 04:51:02.499 [DEBUG] 32 : "-2"
2024-07-15 04:51:02.499 [DEBUG] 33 : "-2"
2024-07-15 04:51:02.499 [DEBUG] 34 : "-2"
2024-07-15 04:51:02.499 [DEBUG] 35 : "-2"
2024-07-15 04:51:02.499 [DEBUG] 36 : "-2"
2024-07-15 04:51:02.499 [DEBUG] 37 : "-2"
2024-07-15 04:51:02.499 [DEBUG] 38 : "-2"
2024-07-15 04:51:02.499 [DEBUG] 39 : "-2"
2024-07-15 04:51:02.499 [DEBUG] 40 : "-2"
2024-07-15 04:51:02.499 [DEBUG] 41 : "-2"
2024-07-15 04:51:02.499 [DEBUG] 42 : "-2"
2024-07-15 04:51:02.499 [DEBUG] 43 : "-2"
2024-07-15 04:51:02.499 [DEBUG] 44 : "-2"
2024-07-15 04:51:02.499 [DEBUG] 45 : "-2"
2024-07-15 04:51:02.499 [DEBUG] 46 : "-2"
2024-07-15 04:51:02.500 [DEBUG] 47 : "-2"
2024-07-15 04:51:02.500 [DEBUG] 48 : "-2"
2024-07-15 04:51:02.500 [DEBUG] 49 : "-2"
2024-07-15 04:51:02.500 [DEBUG] 50 : "-2"
2024-07-15 04:51:02.500 [DEBUG] 51 : "-2"
2024-07-15 04:51:02.500 [DEBUG] 52 : "-2"
2024-07-15 04:51:02.500 [DEBUG] 53 : "-2"
2024-07-15 04:51:02.500 [DEBUG] 54 : "-2"
2024-07-15 04:51:02.500 [DEBUG] 55 : "-2"
2024-07-15 04:51:02.500 [DEBUG] 56 : "-2"
2024-07-15 04:51:02.500 [DEBUG] 57 : "-2"
2024-07-15 04:51:02.500 [DEBUG] 58 : "-2"
2024-07-15 04:51:02.500 [DEBUG] 59 : "-2"
2024-07-15 04:51:02.500 [DEBUG] 60 : "-2"
2024-07-15 04:51:02.500 [DEBUG] 61 : "-2"
2024-07-15 04:51:02.500 [DEBUG] 62 : "-2"
2024-07-15 04:51:02.500 [DEBUG] 63 : "-2"
2024-07-15 04:51:02.500 [DEBUG] 64 : "-2"
2024-07-15 04:51:02.500 [DEBUG] 65 : "-2"
2024-07-15 04:51:02.500 [DEBUG] 66 : "-2"
2024-07-15 04:51:02.500 [DEBUG] 67 : "-2"
2024-07-15 04:51:02.500 [DEBUG] 68 : "-2"
2024-07-15 04:51:02.500 [DEBUG] 69 : "-2"
2024-07-15 04:51:02.500 [DEBUG] 70 : "-2"
2024-07-15 04:51:02.500 [DEBUG] 71 : "-2"
2024-07-15 04:51:02.500 [DEBUG] 72 : "-2"
2024-07-15 04:51:02.500 [DEBUG] 73 : "-2"
2024-07-15 04:51:02.500 [DEBUG] 74 : "-2"
2024-07-15 04:51:02.500 [DEBUG] 75 : "-2"
2024-07-15 04:51:02.500 [DEBUG] 76 : "-2"
